ID  объявления,Адрес,Дом,Парковка,Цена,Ремонт,"Площадь комнат, м2",Балкон,Окна,Санузел,Можно с детьми/животными,Дополнительно,Название ЖК,Серия дома,"Высота потолков, м",Лифт,Мусоропровод,пропуски,Количество_комнат,Описание_комнат,Название метро,Время_мин,Тип_транспорта,Общая_площадь,Жилая_площадь,Площадь_кухни
270909091,"Санкт-Петербург, проспект Славы, 37",4/9,,"28000.0 руб./ За месяц, Сумма коммунальных платежей - 3500.0 руб., Залог - 28000 руб., Срок аренды - На несколько месяцев, Предоплата 1 мес",Евроремонт,18,,Во двор,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,,,8,1,Обычная,м. Проспект Славы,4.0,пешком,31.0,18.0,5.5
256897405,"Краснодарский край, Сочи, Центральный мкр, улица Кубанская, 6","1/5, Панельный",,"50000.0 руб./ За месяц, Залог - 30000 руб., Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,,,На улицу и двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон",,,,,Нет,8,1,Обычная,,,,42.0,,
270454170,"Санкт-Петербург, набережная Обводного Канала, 56","4/4, Кирпичный",,"50000.0 руб./ За месяц, Сумма коммунальных платежей - 3500.0 руб., Залог - 50000 руб., Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,18-8,,,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Холодильник, Интернет",,,,Пасс (1),,8,2,Обычная,м. Обводный канал,3.0,пешком,48.0,26.0,7.0
270084874,"Москва, Азовская улица, 25К1","11/16, Панельный",,"45000.0 руб./ За месяц, Залог - 45000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Косметический,,,,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Холодильник",,,,Пасс (2),Да,8,3,Оба варианта,м. Севастопольская,0.0,пешком,65.0,7.0,
274712180,"Санкт-Петербург, улица Олеко Дундича, 8К1","7/9, Панельный",,"19000.0 руб./ За месяц, Залог - 19000 руб., Срок аренды - Длительный, Предоплата 1 мес",Косметический,,,,Раздельный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет",,,,Пасс (1),,8,1,Обычная,м. Купчино,10.0,пешком,33.0,18.0,7.0
274732257,"Москва, улица Артюхиной, 3","8/9, Панельный",,"55000.0 руб./ За месяц, Залог - 25000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Косметический,20-18,,Во двор,,,"Мебель в комнатах, Мебель на кухне, Ванна, Телевизор, Холодильник, Интернет",,,,,Да,8,2,Обычная,м. Текстильщики,12.0,пешком,58.0,38.0,12.0
274884175,"Санкт-Петербург, Белградская улица, 28К3","1/5, Панельный",,"20000.0 руб./ За месяц, Сумма коммунальных платежей - 2000.0 руб., Залог - 22000 руб., Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,18,,Во двор,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Телевизор, Холодильник, Интернет",,,,,,8,1,Обычная,м. Проспект Славы,19.0,пешком,32.0,7.0,
262085415,"Москва, 1-й Грайвороновский проезд, 2А","2/5, Кирпичный",,"43000.0 руб./ За месяц, Залог - 45000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Косметический,,Балкон (1),,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,,,,8,2,Оба варианта,м. Текстильщики,17.0,пешком,47.0,35.0,7.0
231348612,"Краснодарский край, Сочи, Красная улица, 49","3/4, Блочный",,"55000.0 руб./ За месяц, Залог - 20000 руб., Срок аренды - На несколько месяцев, Предоплата 1 мес",Дизайнерский,,,На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,2.7,,,8,1,Обычная,,,,33.0,23.0,6.0
274813402,"Санкт-Петербург, Бухарестская улица, 96",11/18,,"60000.0 руб./ За месяц, Сумма коммунальных платежей - 4800.0 руб., Залог - 60000 руб., Срок аренды - Длительный",Евроремонт,,Балкон (1),,Раздельный (1),,Интернет,,,,"Пасс (1), Груз (1)",,8,3,Обычная,м. Бухарестская,,,83.0,55.0,15.0
274092149,"Москва, Керченская улица, 7","2/5, Панельный",,"45000.0 руб./ За месяц, Залог - 45000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",,,"Балкон (1), Лоджия (1)",,"Совмещенный (1), Раздельный (1)","Можно с детьми, Можно с животными","Ванна, Стиральная машина, Интернет",,,2.6,,,8,2,Обычная,м. Зюзино,8.0,пешком,47.0,32.0,6.0
273670532,"Москва, Херсонская улица, 1","5/5, Панельный",,"43000.0 руб./ За месяц, Залог - 43000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",,,Балкон (1),,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Ванна, Стиральная машина, Интернет",,I-510 (модификация I-510/23БИ),,,,8,2,Обычная,м. Зюзино,10.0,пешком,42.0,14.0,7.0
273251343,"Москва, Перекопская улица, 1к2","12/16, Панельный",,"43000.0 руб./ За месяц, Залог - 43000 руб., Коммунальные услуги включены, Срок аренды - На несколько месяцев, Предоплата 1 мес",,,Лоджия (1),На улицу,Совмещенный (1),,"Мебель в комнатах, Душевая кабина, Стиральная машина, Интернет",,,2.5,,,8,1,Обычная,м. Зюзино,10.0,пешком,38.0,20.0,10.0
274747799,"Санкт-Петербург, улица Олеко Дундича, 19К1","9/9, Панельный",,"24000.0 руб./ За месяц, Залог - 24000 руб., Срок аренды - На несколько месяцев",Косметический,17-13,Балкон (1),,Раздельный (1),,,,,,Пасс (1),,8,2,Изолированная,м. Купчино,5.0,на машине,50.0,30.0,7.0
274990803,"Москва, Саратовская улица, 8/1","4/4, Кирпичный",наземная,"38000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Косметический,,,,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник",,,,,,8,1,Обычная,м. Текстильщики,6.0,пешком,36.0,18.0,7.0
274443949,"Москва, улица Юных Ленинцев, 3","3/9, Кирпичный",,"35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Косметический,,,,,"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Холодильник",,,,Пасс (1),Да,8,1,Обычная,м. Текстильщики,10.0,пешком,30.0,20.0,6.0
274650995,"Москва, 1-й Грайвороновский проезд, 3",5/25,,"65000.0 руб./ За месяц, Залог - 65000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Косметический,,,,,,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Холодильник, Интернет",Волжский парк,,,"Пасс (1), Груз (2)",Нет,8,2,Оба варианта,м. Новохохловская,10.0,пешком,37.3,,
213834950,"Москва, Волжский бульвар, 6К1",9/12,,"43000.0 руб./ За месяц, Залог - 43000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Косметический,,Лоджия (1),Во двор,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,,,,8,2,Изолированная,м. Текстильщики,12.0,пешком,41.0,29.0,6.0
274064070,"Москва, Волжский бульвар, 8К3","2/2, Кирпичный",наземная,"28000.0 руб./ За месяц, Залог - 28000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,,,Во двор,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Телевизор, Холодильник",,,,,,8,1,Обычная,м. Текстильщики,14.0,пешком,14.0,12.0,
274529408,"Санкт-Петербург, Большеохтинский проспект, 12","11/12, Кирпичный",,"25000.0 руб./ За месяц, Залог - 25000 руб., Срок аренды - Длительный",Косметический,,Лоджия (1),Во двор,Раздельный (1),,,,Кирпичный,,,,8,2,Обычная,м. Новочеркасская,,,54.0,30.0,9.0
275001327,"Санкт-Петербург, улица Лагоды, 6",8/22,,"25000.0 руб./ За месяц, Залог - 25000 руб., Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,,Лоджия (1),На улицу,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Холодильник",,,,,Нет,8,Свободная планировка,Обычная,м. Ладожская,41.0,пешком,25.0,,
274549895,"Санкт-Петербург, проспект Шаумяна, 30",1/5,открытая,"22000.0 руб./ За месяц, Сумма коммунальных платежей - 2500.0 руб., Залог - 22000 руб., Срок аренды - Длительный, Предоплата 1 мес",Косметический,18,,,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет",,,,,,8,1,Обычная,м. Новочеркасская,5.0,пешком,31.0,18.0,6.5
274309707,"Краснодарский край, Сочи, Мамайка мкр, улица Волжская, 42/1",10/11,,"55000.0 руб./ За месяц, Сумма коммунальных платежей - 2500.0 руб., Залог - 10000 руб., Срок аренды - На несколько месяцев, Предоплата 1 мес",Дизайнерский,,,На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,Пасс (1),,8,1,Обычная,,,,44.0,18.0,
213526733,"Москва, Грайвороновская улица, 10К1","12/12, Панельный",,"40000.0 руб./ За месяц, Залог - 45000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,,Балкон (1),,,,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет",,,,Пасс (2),Да,8,1,Обычная,м. Текстильщики,15.0,пешком,40.0,,
274998056,"Москва, улица 11-я Текстильщиков, 9","5/14, Панельный",,"36000.0 руб./ За месяц, Залог - 36000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Косметический,,,,,,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Холодильник",,,2.64,Пасс (2),Да,8,1,Обычная,м. Текстильщики,10.0,пешком,39.2,25.0,9.0
274709670,"Москва, 1-й Грайвороновский проезд, 2А","2/5, Кирпичный",,"43000.0 руб./ За месяц, Залог - 43000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",,,Балкон (1),,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Душевая кабина, Стиральная машина, Кондиционер, Интернет",,I-515,,,,8,2,Изолированная,м. Текстильщики,14.0,пешком,47.0,35.0,7.0
274160010,"Москва, Грайвороновская улица, 8Б","1/12, Панельный",,"41000.0 руб./ За месяц, Залог - 41000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",,,,Во двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Ванна, Стиральная машина, Интернет",,,,"Пасс (1), Груз (1)",,8,2,Обычная,м. Текстильщики,12.0,пешком,45.0,24.0,9.0
274747918,"Москва, улица Малышева, 26К1","3/3, Кирпичный",,"40000.0 руб./ За месяц, Залог - 40000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Косметический,18-12,,Во двор,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Холодильник",,,,,,8,2,Изолированная,м. Волжская,10.0,пешком,56.0,30.0,10.0
274991438,"Москва, Авиационная улица, 79В","19/35, Монолитный",,"230000.0 руб./ За месяц, Залог - 230000 руб., Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,,,,Совмещенный (2),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Холодильник, Интернет, Телефон","Алые Паруса, 2001",,,,,8,4,Обычная,м. Щукинская,11.0,пешком,140.0,15.0,
273824250,"Москва, улица Берзарина, 28Ак3",23/24,,"75000.0 руб./ За месяц, Залог - 75000 руб., Срок аренды - Длительный, Предоплата 1 мес",Дизайнерский,,"Балкон (1), Лоджия (1)",На улицу,,,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет","Октябрьское поле, 2017",,,,,8,2,Обычная,м. Октябрьское поле,19.0,пешком,62.0,48.0,12.0
274084418,"Санкт-Петербург, Тамбовская улица, 71-73","2/2, Кирпичный",,"26000.0 руб./ За месяц, Сумма коммунальных платежей - 5000.0 руб., Залог - 26000 руб., Срок аренды - Длительный, Предоплата 1 мес",Косметический,20 - 12,,,Раздельный (1),,"Мебель в комнатах, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет",,Кирпичный,,,,8,2,Обычная,м. Обводный канал,11.0,пешком,63.0,32.0,11.0
273756028,"Санкт-Петербург, Среднеохтинский проспект, 49","2/5, Кирпичный",,"35000.0 руб./ За месяц, Сумма коммунальных платежей - 3000.0 руб., Залог - 35000 руб., Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,18-17,,,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Холодильник, Интернет",,,,,,8,2,Изолированная,м. Ладожская,31.0,пешком,56.0,35.0,9.0
274302804,"Санкт-Петербург, Павловск, Слуцкая улица, 3, ш. Московское, М-10 (16 км до МКАД), ш. Пулковское (16 км до МКАД)","2/4, Монолитно-кирпичный",,"30000.0 руб./ За месяц, Залог - 30000 руб., Срок аренды - Длительный, Предоплата 1 мес",,16,Балкон (1),Во двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,,,8,1,Обычная,,,,38.0,16.0,12.0
270959782,"Санкт-Петербург, Пушкин, Конюшенная улица, 13, ш. Московское, М-10 (12 км до МКАД), ш. Пулковское (12 км до МКАД)","1/3, Кирпичный",,"35000.0 руб./ За месяц, Сумма коммунальных платежей - 3500.0 руб., Залог - 25000 руб., Срок аренды - На несколько месяцев, Предоплата 1 мес",Евроремонт,,,Во двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Холодильник, Интернет",,,,,,8,1,Обычная,м. Московская,25.0,на машине,37.5,19.0,6.0
271952062,"Санкт-Петербург, пос. Шушары, улица Валдайская, 4к1, ш. Московское, М-10 (2 км до МКАД), ш. Пулковское (9 км до МКАД)",11/13,,"19000.0 руб./ За месяц, Залог - 19000 руб., Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,,Балкон (1),,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Холодильник, Интернет",Шушары,,,,Нет,8,Свободная планировка,Обычная,м. Купчино,38.0,пешком,28.0,,
274061808,"Санкт-Петербург, Пушкин, улица Архитектора Данини, 5, ш. Московское, М-10 (15 км до МКАД), ш. Пулковское (16 км до МКАД)","10/10, Монолитно-кирпичный",наземная,"95000.0 руб./ За месяц, Сумма коммунальных платежей - 7000.0 руб., Залог - 95000 руб., Срок аренды - Длительный, Предоплата 1 мес",,28-16-16-50,,,,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",Самое сердце,,,,,8,4,Изолированная,м. Купчино,30.0,на машине,145.0,110.0,5.0
272390315,"Санкт-Петербург, Бухарестская улица, 27К2","1/5, Монолитный",,"25000.0 руб./ За месяц, Залог - 25000 руб., Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,,,,,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Телевизор, Холодильник, Интернет",,,,Пасс (2),Да,8,2,Изолированная,м. Международная,3.0,пешком,45.0,30.0,7.0
273756117,"Санкт-Петербург, Пушкин, Средняя улица, 8к2, ш. Московское, М-10 (12 км до МКАД), ш. Пулковское (12 км до МКАД)","2/4, Кирпичный",наземная,"135000.0 руб./ За месяц, Сумма коммунальных платежей - 5000.0 руб., Залог - 135000 руб., Срок аренды - Длительный, Предоплата 1 мес",Дизайнерский,15-12-17-14,,,,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Посудомоечная машина, Холодильник, Интернет",,,,,,8,4,Изолированная,м. Московская,20.0,на машине,140.0,58.0,50.0
273557781,"Санкт-Петербург, пос. Шушары, переулок Вилеровский, 6, ш. Московское, М-10 (3 км до МКАД), ш. Пулковское (11 км до МКАД)",3/25,,"17000.0 руб./ За месяц, Сумма коммунальных платежей - 1360.0 руб., Залог - 10000 руб., Срок аренды - Длительный",Косметический,,Балкон (1),,Совмещенный (1),,Интернет,"Юнион, 2015",,,"Пасс (1), Груз (1)",,8,Свободная планировка,Обычная,м. Купчино,,,23.0,16.0,4.0
273626418,"Санкт-Петербург, Пушкин, Железнодорожная улица, 8, ш. Московское, М-10 (12 км до МКАД), ш. Пулковское (13 км до МКАД)","2/3, Кирпичный",,"23000.0 руб./ За месяц, Сумма коммунальных платежей - 6000.0 руб., Залог - 23000 руб., Срок аренды - Длительный, Предоплата 1 мес",Косметический,24-16,,На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными","Мебель на кухне, Ванна",,,,,,8,2,Изолированная,,,,58.9,40.0,9.0
274757465,"Краснодарский край, Сочи, Мамайка мкр, улица Фадеева, 38",3/6,,"45000.0 руб./ За месяц, Залог - 20000 руб., Срок аренды - Длительный, Предоплата 1 мес",Дизайнерский,,,На улицу,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон",,,,,Нет,8,2,Обычная,,,,48.0,,
214260482,"Москва, Чертановская улица, 2/11",7/9,,"42000.0 руб./ За месяц, Залог - 42000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,,,Во двор,,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Холодильник",,,,Пасс (1),,8,1,Обычная,м. Чертановская,12.0,пешком,33.0,,
273896274,"Санкт-Петербург, Пушкин, Петербургское шоссе, 13/1, ш. Московское, М-10 (9 км до МКАД), ш. Пулковское (10 км до МКАД)","3/5, Кирпичный",,"18000.0 руб./ За месяц, Залог - 18000 руб., Срок аренды - Длительный",,,,На улицу,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Холодильник, Телефон",,,2.55,,,8,1,Обычная,м. Купчино,30.0,на машине,35.0,18.0,7.0
274642695,"Москва, улица Маршала Вершинина, 4К1","5/5, Блочный",,"50000.0 руб./ За месяц, Залог - 50000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",,,Балкон (1),,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Ванна, Стиральная машина, Интернет",,I-510 (модификация I-510/23БИ),,,,8,1,Обычная,м. Октябрьское поле,3.0,пешком,32.0,18.0,6.0
274055869,"Санкт-Петербург, Софийская улица, 37к2","11/15, Монолитно-кирпичный",,"30000.0 руб./ За месяц, Залог - 30000 руб., Срок аренды - Длительный",,,Лоджия (1),,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет",,,,"Пасс (1), Груз (1)",,8,1,Обычная,м. Международная,15.0,пешком,38.5,16.0,10.0
274247631,"Санкт-Петербург, Софийская улица, 32К1","4/9, Панельный",,"30000.0 руб./ За месяц, Залог - 30000 руб., Срок аренды - Длительный",,,Балкон (1),,"Совмещенный (1), Раздельный (1)",Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна",,,,Пасс (1),,8,3,Оба варианта,м. Международная,5.0,на машине,65.0,42.0,10.0
273755727,"Санкт-Петербург, Новочеркасский проспект, 33","6/8, Монолитно-кирпичный",подземная,"80000.0 руб./ За месяц, Сумма коммунальных платежей - 5000.0 руб., Залог - 80000 руб., Срок аренды - Длительный, Предоплата 1 мес",,20,Лоджия (1),,Совмещенный (1),,"Мебель в комнатах, Стиральная машина, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,,,8,1,Обычная,м. Новочеркасская,4.0,пешком,55.0,20.0,18.0
267216498,"Санкт-Петербург, Новочеркасский проспект, 33",5/14,,"85000.0 руб./ За месяц, Сумма коммунальных платежей - 8000.0 руб., Залог - 85000 руб., Срок аренды - Длительный, Предоплата 1 мес",,10+11+10,Лоджия (1),,"Совмещенный (1), Раздельный (1)","Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,,,8,3,Обычная,м. Новочеркасская,,,89.0,31.0,15.0
267219158,"Санкт-Петербург, Новочеркасский проспект, 33","5/12, Монолитный",,"90000.0 руб./ За месяц, Сумма коммунальных платежей - 10000.0 руб., Залог - 90000 руб., Срок аренды - Длительный, Предоплата 1 мес",Дизайнерский,,Балкон (1),,,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,Пасс (1),,8,2,Обычная,м. Новочеркасская,,,89.0,50.0,20.0
274781695,"Санкт-Петербург, улица Чарушинская, 8",21/22,,"17000.0 руб./ За месяц, Сумма коммунальных платежей - 3000.0 руб., Залог - 8500 руб., Срок аренды - Длительный, Предоплата 1 мес",Косметический,,Лоджия (1),,Совмещенный (1),"Можно с детьми, Можно с животными",,"Цветной Город, 2019",,,Пасс (2),,8,1,Обычная,,,,42.0,20.0,11.0
273369073,"Санкт-Петербург, улица Стасовой, 4к1",5/9,,"22000.0 руб./ За месяц, Сумма коммунальных платежей - 1760.0 руб., Залог - 11000 руб., Срок аренды - Длительный",Косметический,,Балкон (1),,Раздельный (1),,Интернет,,,,"Пасс (1), Груз (1)",,8,1,Обычная,м. Ладожская,,,36.0,20.0,8.0
274985505,"Москва, улица Артюхиной, 3","8/9, Панельный",,"47000.0 руб./ За месяц, Залог - 25000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",,,,,Совмещенный (1),"Можно с детьми, Можно с животными","Ванна, Стиральная машина, Кондиционер, Интернет",,I-515/9М,,Пасс (1),,8,2,Обычная,м. Текстильщики,10.0,пешком,58.0,12.0,
274559265,"Санкт-Петербург, Апрельская улица, 2",6/14,,"25000.0 руб./ За месяц, Сумма коммунальных платежей - 2000.0 руб., Залог - 25000 руб., Срок аренды - Длительный",Евроремонт,,Балкон (1),,Раздельный (1),,Интернет,,,,Пасс (1),,8,1,Обычная,м. Ладожская,,,42.0,22.0,8.0
274803101,"Москва, Люблинская улица, 21к1","4/5, Сталинский",,"28000.0 руб./ За месяц, Залог - 28000 руб., Срок аренды - Длительный",Косметический,20,Балкон (1),,,"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Стиральная машина, Телевизор, Холодильник, Интернет, Телефон",,,,,,8,1,Обычная,м. Текстильщики,5.0,пешком,39.0,20.0,10.0
274966836,"Москва, Грайвороновская улица, 20","5/9, Панельный",,"30000.0 руб./ За месяц, Залог - 30000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",Косметический,,,,,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Холодильник",,,,Пасс (1),Да,8,1,Обычная,м. Текстильщики,12.0,пешком,35.0,,
274827681,"Санкт-Петербург, проспект Энергетиков, 9к6",21/22,,"27000.0 руб./ За месяц, Сумма коммунальных платежей - 2160.0 руб., Срок аренды - Длительный",Евроремонт,,Балкон (1),,Раздельный (1),,Интернет,"ЗимаЛето, 2017",,,"Пасс (1), Груз (1)",,8,Свободная планировка,Обычная,м. Ладожская,,,28.0,17.0,4.0
271254638,"Москва, 2-я Звенигородская улица, 11","3/18, Монолитный",,"370000.0 руб./ За месяц, Залог - 370000 руб., Срок аренды - Длительный, Предоплата 1 мес",,,,,Раздельный (2),,"Мебель в комнатах, Мебель на кухне, Ванна, Душевая кабина, Стиральная машина, Посудомоечная машина, Телевизор, Холодильник, Интернет, Телефон",Резиденция МОНЭ,,4.1,,Да,8,3,Обычная,м. Улица 1905 года,5.0,пешком,100.0,85.0,
274566933,"Санкт-Петербург, улица Олеко Дундича, 20К1",6/7,,"23000.0 руб./ За месяц, Сумма коммунальных платежей - 2500.0 руб., Залог - 23000 руб., Срок аренды - Длительный, Предоплата 1 мес",Косметический,18.6,,,,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет",,,,Пасс (1),,8,1,Обычная,м. Дунайская,19.0,пешком,35.0,7.0,
273120774,"Санкт-Петербург, Дунайский проспект, 40К1",3/9,,"25000.0 руб./ За месяц, Залог - 25000 руб., Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,17+11,,,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет",,,,,,8,2,Изолированная,м. Дунайская,15.0,пешком,48.0,28.0,7.0
274921144,"Москва, Грайвороновская улица, 10К1","12/12, Панельный",,"40000.0 руб./ За месяц, Залог - 40000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",,,Балкон (1),,Совмещенный (1),,"Мебель в комнатах, Ванна, Стиральная машина, Интернет",,Индивидуальный проект,,Пасс (2),,8,1,Обычная,м. Текстильщики,13.0,пешком,40.0,15.0,
274211622,"Санкт-Петербург, проспект Энергетиков, 68","7/9, Панельный",,"22000.0 руб./ За месяц, Сумма коммунальных платежей - 4000.0 руб., Залог - 22000 руб., Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,16,,Во двор,,,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Посудомоечная машина",,,,Пасс (1),,8,1,Обычная,м. Ладожская,,,32.0,16.0,9.0
274896988,"Москва, Гостиничная улица, 10К5","2/5, Кирпичный",,"31000.0 руб./ За месяц, Залог - 31000 руб., Коммунальные услуги включены, Срок аренды - На несколько месяцев, Предоплата 1 мес",,,,,Совмещенный (1),,"Стиральная машина, Интернет","Апартаменты Алтай, 2020","I-410(I-410 (тип I, IV))",,Пасс (1),,8,1,Обычная,м. Окружная,6.0,пешком,19.0,3.0,
274234757,"Краснодарский край, Сочи, Вишневая улица, 4","1/9, Панельный",,"75000.0 руб./ За месяц, Сумма коммунальных платежей - 5000.0 руб., Залог - 10000 руб., Срок аренды - На несколько месяцев, Предоплата 1 мес",Косметический,,,,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,Пасс (1),Да,8,3,Обычная,,,,70.0,,
272378399,"Краснодарский край, Сочи, Мамайка мкр, улица Волжская, 34",11/12,,"70000.0 руб./ За месяц, Сумма коммунальных платежей - 2000.0 руб., Залог - 50000 руб., Срок аренды - Длительный, Предоплата 1 мес",Евроремонт,,Лоджия (1),,,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет","Каньон 2, 2017",,,,Нет,8,2,Обычная,,,,50.0,,
